Year,Month,Department,Division,Merchant,TranxDescription,TranxDate,TrnxAmount,Difference
2020,7,DELMAR SCHOOL DISTRICT,Delmar School District,WALMART.COM,Discount Stores,01/16/2020,-33.0,67.0
2023,4,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,ACME 3816,Grocery Stores Supermarkets,09/30/2022,20.23,79.77
2019,5,MOT CHARTER SCHOOL,MOT Charter School,PARKS CAMP DELAWARE INT,Government Services-Not Elsewhere Classified,11-01-2018,581.0,-481.0
2020,3,DEL TECH AND COMM COLLEGE,WILMINGTON CAMPUS,F E BENNETT CO,Commercial Equipment Not Elsewhere Classified,09/17/2019,212.0,-112.0
2019,10,DEL TECH AND COMM COLLEGE,DTCC - Stanton Campus,PROMETRIC EXAM FEE,Schools Educational Svc-Not Elsewhere Classified,03/28/2019,100.0,0.0
2019,2,SVS FR CHILDREN YOUTH FAMILIES,InterventionTreatment,MCDONALD'S F5309,Fast Food Restaurants,08-06-2018,4.6,95.4
2019,4,DEPT OF LABOR,Office of WorkersCompensation,SQ *MID-ATLANTIC SE,Sanitation Polishing Speciality Cleaning Prep,10-04-2018,154.62,-54.620000000000005
2020,5,DEPT OF HEALTH AND SOCIAL SV,Community Health,EMBASSY SUITES CENTENNIAL,Lodging,11/14/2019,377.06,-277.06
2023,1,CAESAR RODNEY SCHOOL DISTRICT,CAESAR RODNEY SCHOOL DISTRICT,AWL*PEARSON EDUCATION,Schools Educational Svc-Not Elsewhere Classified,07-11-2022,647.64,-547.64
2019,8,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,EB RESTART YOUR ENGIN,Theatrical ProducersExcl Motion Pix Ticket Agncy,02/25/2019,175.0,-75.0
2023,4,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,AMAZON.COM*H88WQ1BF0,Book Stores,10/21/2022,33.51,66.49000000000001
2019,11,SVS FR CHILDREN YOUTH FAMILIES,24 Hour Treatment,AWL*PEARSON EDUCATION,Schools Educational Svc-Not Elsewhere Classified,05-10-2019,10.0,90.0
2020,7,DEPT OF CORRECTIONS,Probation And Parole,STAPLS0180031088000001,Stationery-Office Supplies-Printing Writing Pap,12/28/2019,11.58,88.42
2020,11,DEPT OF STATE,Corporations,FEDEX 61478479,Courier Svc-Air Ground Freight Forwarders,05-08-2020,20.07,79.93
2019,1,LAKE FOREST SCHOOL DISTRICT,Lake Forest School District,FOOD LION #1528,Grocery Stores Supermarkets,07-11-2018,39.2,60.8
2023,1,DEPT OF CORRECTIONS,Facilities Maintenance,GRAINGER,Industrial Supplies Not Elsewhere Classified,06/27/2022,199.26,-99.25999999999999
2022,12,NEW CASTLE COUNTY VO-TECH SCH,New Castle County Vo-Tech Sch,THE ARMORY FOUNDATION,Associations-Civic Social And Fraternal,06-08-2022,400.0,-300.0
2019,1,LAKE FOREST SCHOOL DISTRICT,Lake Forest School District,J W PEPPER AND SON INC,Music Stores-Instruments Pianos Sheet Music,07-09-2018,354.99,-254.99
2019,3,DEPT OF HEALTH AND SOCIAL SV,Hospital ft Chronically Ill,AMZN MKTP US*MT29Y4NM0,Book Stores,09/19/2018,28.49,71.51
2021,11,DEL TECH AND COMM COLLEGE,WILMINGTON CAMPUS,SP * SNAP FRAMES DIREC,Office School Supply And Stationery Stores,04/27/2021,55.94,44.06
2023,3,LEGISLATIVE BRANCH,Division Of Research,PANERA BREAD #203810 O,Fast Food Restaurants,09/22/2022,148.89,-48.889999999999986
2021,11,DEPT OF CORRECTIONS,DOC-Medical Treatment Srvs,PAT'S PIZZERIA,Eating Places Restaurants,05/19/2021,84.89,15.11
2022,8,DEPT OF SAFETY AND HOMELAND,Division of Forensic Science,VZWRLSS*APOCC VISB,Telecom Incl Prepaid-Recurring Phone Svcs,02/27/2022,960.78,-860.78
2021,9,DEPT OF TRANSPORTATION,Maintenance Districts,FASTENAL COMPANY 01DESEA,Industrial Supplies Not Elsewhere Classified,02-08-2021,28.0,72.0
2020,1,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,STAPLS0176132106000001,Stationery-Office Supplies-Printing Writing Pap,07-12-2019,39.58,60.42
2023,7,SEAFORD SCHOOL DISTRICT,Seaford School District,WALMART.COM,Discount Stores,01/20/2023,-2.67,97.33
2020,8,DEPT OF HEALTH AND SOCIAL SV,Social Services,HOLIDAY INN ARLINGT F And B,Eating Places Restaurants,02-03-2020,24.2,75.8
2019,3,MILFORD SCHOOL DISTRICT,Milford School District,FRAUD CREDIT,Business Services-Not Elsewhere Classified,09-09-2018,-1361.2,-1261.2
2019,8,DEL TECH AND COMM COLLEGE,Owens Campus,AMAZON.COM*MI4289TF0,Book Stores,02/14/2019,110.39,-10.39
2019,3,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,BUDDY LOU'S,Eating Places Restaurants,09/20/2018,22.86,77.14
2020,3,DEPT OF CORRECTIONS,DOC-Medical Treatment Srvs,REDWOOD TOXICOLOGY LABORA,Medical And Dental Laboratories,08/28/2019,341.0,-241.0
2022,5,DEPT OF TRANSPORTATION,Maintenance Districts,ADORAMA INC.,Camera And Photographic Supply Stores,11/15/2021,49.99,50.01
2019,1,DEPT OF TECHNOLOGY AND INFOR,Chief Operating Officer,VERIZON*ONETIMEPAYMENT,Cable Satellite Other Pay Television Radio Svcs,07-12-2018,129.99,-29.99000000000001
2023,5,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,AMZN MKTP US*H09WR65I0,Book Stores,10/27/2022,25.99,74.01
2021,4,DEPT OF TRANSPORTATION,Maintenance Districts,WEATHERTECH DIRECT LLC,Automotive Parts Accessories Stores,10/25/2020,114.95,-14.950000000000003
2021,10,DEPT OF STATE,Office of the Director,DELAWARE ELEVATOR SALES,Electrical Parts And Equipment,04-07-2021,127.0,-27.0
2022,4,DEPT OF TRANSPORTATION,Maintenance Districts,FLEETPRIDE INC.,Automotive Parts Accessories Stores,10-12-2021,36.74,63.26
2020,4,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,AMAZON.COM*V40VB1FH3,Book Stores,10/16/2019,23.33,76.67
2021,5,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMK SHOPS AT COL WMSBG,Gift Card Novelty And Souvenir Shops,11-09-2020,39.25,60.75
2019,8,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,ECU DIV CONT STUDIES POS,Colleges Univ Pro Schools Junior Colleges,01/31/2019,85.0,15.0
2022,4,DEPT OF HEALTH AND SOCIAL SV,Medicaid And Medical Assista,CORPORATE CATERERS NEWARK,Caterers,10-01-2021,72.58,27.42
2019,3,DEL TECH AND COMM COLLEGE,Owens Campus,AMZN MKTP US,Book Stores,09/19/2018,45.99,54.01
2021,3,DELMAR SCHOOL DISTRICT,Delmar School District,MR. NATURAL BOTTLED W,Nondurable Goods Not Elsewhere Classified,09-04-2020,34.0,66.0
2020,3,CAMPUS COMMUNITY SCHOOL,Campus Community School,MOBYMAX,Computers Computer Peripheral Equipment Software,09-08-2019,198.0,-98.0
2019,12,JUDICIAL,Court Of Chancery,4IMPRINT,Direct Marketing-Other Direct Marketers-Not Elsew,06/18/2019,1959.94,-1859.94
2023,2,DEPT OF CORRECTIONS,Special Operations,SUMMER SHACK CONN,Eating Places Restaurants,08/22/2022,29.62,70.38
2022,1,DEPT OF CORRECTIONS,Facilities Maintenance,FASTENAL COMPANY 01DEDOV,Industrial Supplies Not Elsewhere Classified,07-12-2021,608.16,-508.15999999999997
2021,10,DEPT OF HEALTH AND SOCIAL SV,Social Services,STAPLS0190419494000003,Stationery-Office Supplies-Printing Writing Pap,03/31/2021,7.38,92.62
2021,9,SUSSEX TECHNICAL SCHL DISTRICT,Sussex Technical Schl District,FACEBK WNP4CZASN2,Advertising Services,01/31/2021,74.76,25.239999999999995
2021,10,DEPT OF SAFETY AND HOMELAND,Criminal Investigation,FOOD LION #0807,Grocery Stores Supermarkets,04/26/2021,3.52,96.48
2021,12,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,PIZZA KING - MILLSBORO,Eating Places Restaurants,06-11-2021,104.9,-4.900000000000006
2020,2,CAPE HENLOPEN SCHOOL DISTRICT,Cape Henlopen School District,REALLY GOOD *,Schools Educational Svc-Not Elsewhere Classified,08/16/2019,100.45,-0.45000000000000284
2022,7,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,ROBOTICS EDUCATION And COMP,Organizations Charitable And Social Services,01/25/2022,340.0,-240.0
2020,8,DEPT OF LABOR,Employment And Training Serv,CAN*CANONFINANCIAL CFS,Electronic Sales,02/20/2020,13.72,86.28
2022,10,LAKE FOREST SCHOOL DISTRICT,Lake Forest School District,WALMART.COM AA,Discount Stores,03/31/2022,1499.0,-1399.0
2019,6,RED CLAY CONSOLIDATED SCH DIST,Red Clay Consolidated Sch Dist,ALADDIN HOLIDAY INN,Lodging,12-04-2018,676.29,-576.29
2022,2,DEPT OF AGRICULTURE,Harness Racing Commission,FACEBK JHNN84KT42,Advertising Services,08/20/2021,75.0,25.0
2020,5,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,AMZN MKTP US*QQ2CX0XL3,Book Stores,11-04-2019,136.34,-36.34
2019,11,LEGAL,Department of Justice,USPS PO 0939600964,Postal Services-Government Only,05/16/2019,13.7,86.3
2020,6,DEL TECH AND COMM COLLEGE,Owens Campus,SALISBURY AUTOMOTIVE,Automotive Parts Accessories Stores,12-10-2019,67.35,32.650000000000006
2021,12,SVS FR CHILDREN YOUTH FAMILIES,Managed Care Organization,VZWRLSS*BILL PAY VB,Telecom Incl Prepaid-Recurring Phone Svcs,06/25/2021,137.15,-37.150000000000006
2022,7,DEPT OF FINANCE,State Lottery Office,UPS*00002E0120220108,Courier Svc-Air Ground Freight Forwarders,01-09-2022,181.58,-81.58000000000001
2019,8,DEPT OF HEALTH AND SOCIAL SV,Community Health,HUDSONNEWS ST1146,News Dealers And Newsstands,01/31/2019,3.29,96.71
2021,12,DEPT OF TRANSPORTATION,ENGINEERING SUPPORT,BATTA ENVIRONMENTAL AS,Consulting Management And Public Relations Svcs,06-10-2021,6470.25,-6370.25
2020,3,DEPT OF CORRECTIONS,Sussex Cty Community Correctio,FASTENAL COMPANY 01DEMIF,Industrial Supplies Not Elsewhere Classified,08/29/2019,29.99,70.01
2019,2,POSITIVE OUTCOMES CHARTER SCHL,Positive Outcomes Charter Schl,PAYPAL *THATSGONNAM,Professional Services-Not Elsewhere Classified,08/24/2018,70.25,29.75
2022,4,CAESAR RODNEY SCHOOL DISTRICT,CAESAR RODNEY SCHOOL DISTRICT,NATIONAL EVERYTHING WHOLE,Durable Goods Not Elsewhere Classified,10/15/2021,500.0,-400.0
2021,6,DEPT OF CORRECTIONS,Bureau Chief-Prisons,PAT'S PIZZERIA,Eating Places Restaurants,12/13/2020,78.43,21.569999999999993
2020,5,DEL TECH AND COMM COLLEGE,DTCC - Stanton Campus,SETON IDENTIFICATION PRD,Durable Goods Not Elsewhere Classified,11-07-2019,940.87,-840.87
2019,10,AUDITOR OF ACCOUNTS,Auditor Of Accounts,STAPLES 00103010,Office School Supply And Stationery Stores,04-09-2019,20.97,79.03
2019,11,SUSSEX TECHNICAL SCHL DISTRICT,Sussex Technical Schl District,WALMART.COM 8009666546,Discount Stores,04/30/2019,350.0,-250.0
2022,4,LEGAL,Department of Justice,DOJ Internal Transaction,Professional Services-Not Elsewhere Classified,10-12-2021,315.85,-215.85000000000002
2022,9,DEPT OF HEALTH AND SOCIAL SV,Hospital ft Chronically Ill,AMZN MKTP US,Book Stores,03/15/2022,-14.95,85.05
2022,1,DEPT OF CORRECTIONS,Sussex Cty Community Correctio,CAN*CANONFINANCIAL CFS,Electronic Sales,07/16/2021,727.63,-627.63
2022,11,THE CHARTER SCHOOL OF WILMNGTN,The Charter School Of Wilmngtn,DISPUTE CREDIT,Business Services-Not Elsewhere Classified,05-06-2022,-27.0,73.0
2020,11,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,CHESAPEAKE SUPPLY And EQUI,Equipment RentalLeasing Svs Furnture-Tool Rental,05-12-2020,698.4,-598.4
2020,9,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,THAI ONE ON,Eating Places Restaurants,03/14/2020,22.1,77.9
2019,8,DEPT OF TRANSPORTATION,Maintenance Districts,FLEETPRIDE INC.,Automotive Parts Accessories Stores,02/14/2019,53.46,46.54
2021,9,DEPT OF TRANSPORTATION,Maintenance Districts,FLEETPRIDE INC.,Automotive Parts Accessories Stores,03/18/2021,26.16,73.84
2022,12,DEPT OF SAFETY AND HOMELAND,Bldg Maintenance And Constr,IN *HOOPES FIRE PREVENTIO,Professional Services-Not Elsewhere Classified,06-08-2022,210.0,-110.0
2021,12,DEPT OF CORRECTIONS,James T Vaughn Correctional C,ANIMAL DENTAL CENTER ANNA,Veterinary Services,06-09-2021,145.9,-45.900000000000006
2023,7,EARLY COLLEGE HIGH SCHOOL,Early College High School,NATL AFTERSCHOOL ASSOC,Schools Trade And Vocational,01-04-2023,595.0,-495.0
2022,8,DEL TECH AND COMM COLLEGE,DTCC - Terry Campus,AMAZON.COM*AG5UP07P3,Book Stores,02/16/2022,24.95,75.05
2021,5,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,WLG*WL GORE SITKA GEAR,Sporting Goods Stores,11-02-2020,129.94,-29.939999999999998
2020,11,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,LOWES #00907*,Home Supply Warehouse Stores,05-01-2020,49.96,50.04
2021,9,FIRE PREVENTION COMMISSION,State Fire School,NATIONAL REGISTRY EMT,Organizations Charitable And Social Services,02-06-2021,490.0,-390.0
2021,9,JUDICIAL,Office Of The Child Advocate,AMZN MKTP US*V77914IV3,Book Stores,03-07-2021,171.98,-71.97999999999999
2020,12,EARLY COLLEGE HIGH SCHOOL,Early College High School,NASSP PRODUCT And SERVICE,Organizations Membership-Not Elsewhere Classified,05/27/2020,-595.0,-495.0
2023,5,DEPT OF TRANSPORTATION,Maintenance Districts,STAPLES INC VT,Stationery-Office Supplies-Printing Writing Pap,11-04-2022,43.03,56.97
2019,6,LAKE FOREST SCHOOL DISTRICT,Lake Forest School District,DOLLAR TREE INC.,Miscellaneous General Merchandise,12/18/2018,19.72,80.28
2021,4,LAS AMERICAS ASPIRA,Las Americas ASPIRA,BJS WHOLESALE #0178,Wholesale Clubs,10/20/2020,104.92,-4.920000000000002
2021,1,DEPT OF CORRECTIONS,DOC - Admin Info Technology,MTM TECHNOLOGIES INC,Comp Programing Data Prcsng Intgrtd Sys Dsgn Srvs,06/29/2020,15616.23,-15516.23
2019,4,JUDICIAL,Justice of the Peace Court,COL PRKNG JSTCE CTR Q08,Automobile Parking Lots And Garages,10-03-2018,10.0,90.0
2019,10,DEPT OF NATRL RES AND ENV CONT,Water,VZWRLSS*MY VZ VB P,Telecom Incl Prepaid-Recurring Phone Svcs,04-05-2019,301.5,-201.5
2022,1,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,VERIZONWRLSS*RTCCR VB,Telecom Incl Prepaid-Recurring Phone Svcs,07/14/2021,40.01,59.99
2020,3,DELMAR SCHOOL DISTRICT,Delmar School District,E ZPASS DE CSC00100701,Bridge And Road Fees Tolls,09-09-2019,25.0,75.0
2023,4,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,LOWES #00622*,Home Supply Warehouse Stores,10-06-2022,10.14,89.86
2022,1,WOODBRIDGE SCHOOL DISTRICT,Woodbridge School District,FIRST BOOK,Book Stores,07/17/2021,7.29,92.71
2020,3,DEPT OF NATRL RES AND ENV CONT,Climate Coastal and Energy,DMI* DELL HLTHCR/REL,Computers Computer Peripheral Equipment Software,09-06-2019,210.86,-110.86000000000001
2022,7,DEPT OF EDUCATION,Education Block Grants,AMZN MKTP US*309YV4113,Book Stores,01-11-2022,7.79,92.21
2023,4,SVS FR CHILDREN YOUTH FAMILIES,Facilities Management,AMZN MKTP US*1K5ML7KX0,Book Stores,10-10-2022,27.99,72.01
2021,2,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,WILD BIRDS UNLIMITED,Pet Shops - Pet Foods And Supplies,07/29/2020,73.8,26.200000000000003
2019,10,DEPT OF STATE,Administration,AMERICAN AIR0012346315623,Airline,04-02-2019,164.0,-64.0
2019,11,DEPT OF STATE,Administration,TAXI SVC WASHINGTON,Travel,05/16/2019,15.54,84.46000000000001
2020,7,DEPT OF HEALTH AND SOCIAL SV,DirectorS OfcSupport Service,CAN*CANONFINANCIAL CFS,Electronic Sales,01-09-2020,64.6,35.400000000000006
2021,7,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,VERIZONWRLSS*RTCCR VB,Telecom Incl Prepaid-Recurring Phone Svcs,01-05-2021,17.16,82.84
2019,11,DEPT OF SAFETY AND HOMELAND,State Police-Executive,CARIBE ROYALE FOOD And BEV,Fast Food Restaurants,05-03-2019,11.03,88.97
2019,9,DEPT OF STATE,Delaware Tourism Office,STARBUCKS STORE 23466,Fast Food Restaurants,03/16/2019,10.12,89.88
2022,3,DEPT OF HEALTH AND SOCIAL SV,Substance Abuse,ZOOM.US 888-799-9666,Telecom Incl Prepaid-Recurring Phone Svcs,09/16/2021,1199.4,-1099.4
2023,4,INDIAN RIVER SCHOOL DISTRICT,Indian River School District,HILTON HOTELS,Lodging,10/13/2022,776.64,-676.64
2021,3,LEGISLATIVE BRANCH,General Assembly House,FACEBK JMJ88WJ7L2,Advertising Services,09/16/2020,50.0,50.0
2022,1,DEPT OF CORRECTIONS,Facilities Maintenance,GRAINGER,Industrial Supplies Not Elsewhere Classified,07/14/2021,43.11,56.89
2023,4,THOMAS A EDISON CHARTER SCHOOL,Thomas A Edison Charter School,AMZN MKTP US*H89KK6O30,Book Stores,10/18/2022,58.16,41.84
2020,8,JUDICIAL,Court Of Common Pleas,STAPLES 00115287,Office School Supply And Stationery Stores,01/29/2020,190.07,-90.07
2019,3,DEPT OF SAFETY AND HOMELAND,Communication,IN *101 TELCO SOLUTIONS I,Electrical Contractors,08/28/2018,1035.0,-935.0
2019,11,DEPT OF STATE,Veterans Home,WAL-MART #1741,Grocery Stores Supermarkets,05-10-2019,10.68,89.32
2023,5,DEPT OF EDUCATION,Special Needs Programs,TST* TATTE BAKERY - CITY,Eating Places Restaurants,11/19/2022,6.05,93.95
2020,12,DEPT OF TRANSPORTATION,Maintenance Districts,STERLING NATIONAL BANK,Accounting Auditing And Bookkeeping Services,06-11-2020,604.58,-504.58000000000004
2022,10,DEPT OF SAFETY AND HOMELAND,Communications,TUCKER'S PLACE SOULARD,Eating Places Restaurants,03/30/2022,42.29,57.71
2023,5,DEPT OF EDUCATION CONTINUED,Sussex Montessori School,AMZN MKTP US*HI5YU62O0,Book Stores,11/19/2022,28.72,71.28
2022,3,DEPT OF EDUCATION CONTINUED,Sussex Montessori School,DAVELLISBAGELCAFE,Eating Places Restaurants,09-01-2021,155.5,-55.5
2021,9,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,STAPLS0189431066000001,Stationery-Office Supplies-Printing Writing Pap,02-06-2021,10.78,89.22
2019,2,DEPT OF SAFETY AND HOMELAND,Dema,SAMMY T'S RESTAURA,Eating Places Restaurants,08/15/2018,12.02,87.98
2019,12,DEPT OF SAFETY AND HOMELAND,Division of Forensic Science,PREP BLAST,Schools Educational Svc-Not Elsewhere Classified,06-12-2019,83.5,16.5
2019,4,DEPT OF EDUCATION,Special Needs Programs,THE WEBSTAURANT STORE,Commercial Equipment Not Elsewhere Classified,10-06-2018,150.36,-50.360000000000014
2020,9,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMERICAN CANOE ASSOCIATI,Organizations Charitable And Social Services,03-10-2020,30.38,69.62
2021,5,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,HARBOR FREIGHT TOOLS 315,Hardware Stores,11-06-2020,63.95,36.05
2023,2,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMZN MKTP US*EO4M90OZ3,Book Stores,08/24/2022,19.79,80.21000000000001
2020,2,MOT CHARTER SCHOOL,MOT Charter School,VZWRLSS*APOCC VISB,Telecom Incl Prepaid-Recurring Phone Svcs,08/13/2019,95.31,4.689999999999998
2021,4,DEPT OF CORRECTIONS,Sussex Correctional Inst,IN *ARROWHEAD SCIENTIFIC,Business Services-Not Elsewhere Classified,10-06-2020,25.78,74.22
2019,1,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,LOWES #00587*,Home Supply Warehouse Stores,07/20/2018,6.75,93.25
2019,3,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,LOWES #02537*,Home Supply Warehouse Stores,09/25/2018,2.26,97.74
2023,5,DEL TECH AND COMM COLLEGE,DTCC - Stanton Campus,WAWA 841,Service Stations With Or Without Ancillary Service,11/13/2022,77.73,22.269999999999996
2021,12,DEPT OF SAFETY AND HOMELAND,State Police-Executive,RIVERSIDE PUB,Eating Places Restaurants,05/31/2021,27.98,72.02
2020,3,DEPT OF SAFETY AND HOMELAND,State Police-Executive,GEORGES FOOD AND SPIRITS,Eating Places Restaurants,08/27/2019,52.07,47.93
2020,11,DEPT OF STATE,State Banking Commission,SQ *MTRA,Organizations Membership-Not Elsewhere Classified,05/13/2020,750.0,-650.0
2019,9,SUSSEX TECHNICAL SCHL DISTRICT,Sussex Technical Schl District,SOUTHWES 5262445413054,Airline,02/28/2019,217.96,-117.96000000000001
2021,10,DEPT OF SAFETY AND HOMELAND,Community Relations,INODIVE,Sporting Goods Stores,04/21/2021,8.0,92.0
2020,7,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,PPC LUBRICANTS INC,Petroleum And Petroleum Products,12/30/2019,28.2,71.8
2020,10,DEPT OF TRANSPORTATION,Maintenance Districts,MADDEN AUTO SUPPLY,Automotive Parts Accessories Stores,04/24/2020,689.82,-589.82
2019,1,DEPT OF SAFETY AND HOMELAND,Dema,AMERICAN AIR0010289933840,Airline,06/28/2018,25.0,75.0
2021,3,DEPT OF TRANSPORTATION,Maintenance Districts,UNITED ELECTRIC DAGSBOR,Electrical Parts And Equipment,09-09-2020,64.53,35.47
2019,4,SUSSEX TECHNICAL SCHL DISTRICT,Sussex Technical Schl District,PAYPAL *AMERCARB,Hardware Equipment And Supplies,10-01-2018,110.87,-10.870000000000005
2020,8,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,SQ *BAYSIDE MARINE INC,Automotive Service Shops,02/18/2020,943.74,-843.74
2019,2,DEPT OF TECHNOLOGY AND INFOR,Data Center And Operations,LOEWS HOTELS,Lodging,08-10-2018,400.68,-300.68
2021,3,DEPT OF TRANSPORTATION,Capital Project Cost Center,VZWRLSS*IVR VB,Telecom Incl Prepaid-Recurring Phone Svcs,09-03-2020,200.05,-100.05000000000001
2022,9,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMZN MKTP US*1W4AJ7EL0,Book Stores,03-03-2022,157.18,-57.18000000000001
2023,3,DEPT OF SAFETY AND HOMELAND,Capitol Police,GEORGETOWN ANIMAL HOSP,Veterinary Services,09/26/2022,215.0,-115.0
2019,4,SVS FR CHILDREN YOUTH FAMILIES,InterventionTreatment,WAL-MART #1736,Grocery Stores Supermarkets,10/18/2018,76.51,23.489999999999995
2022,9,DEPT OF NATRL RES AND ENV CONT,Air Quality,LINDE GAS And EQUIP,Industrial Supplies Not Elsewhere Classified,03/24/2022,63.24,36.76
2022,3,LEGISLATIVE BRANCH,General Assembly House,QUILL CORPORATION,Stationery-Office Supplies-Printing Writing Pap,09/24/2021,328.08,-228.07999999999998
2022,7,DEPT OF TRANSPORTATION,Traffic,VERIZONWRLSS*RTCCR VB,Telecom Incl Prepaid-Recurring Phone Svcs,01-06-2022,911.44,-811.44
2023,4,POSITIVE OUTCOMES CHARTER SCHL,Positive Outcomes Charter Schl,STAPLS7600828169000001,Stationery-Office Supplies-Printing Writing Pap,10-08-2022,36.8,63.2
2023,1,DEPT OF TRANSPORTATION,Traffic,DELAWARE ELECTRIC COOPER,Utlts-Elctrc Gas Heating Oil Sanitary Water,07/21/2022,607.06,-507.05999999999995
2020,2,DEPT OF SAFETY AND HOMELAND,Communication,IN *101 TELCO SOLUTIONS I,Electrical Contractors,08/16/2019,495.0,-395.0
2023,5,DEPT OF TRANSPORTATION,Maintenance Districts,DIAMOND STATE TIRE,Automotive Service Shops,11-03-2022,26.25,73.75
2021,6,DEPT OF STATE,Office of the Director,JOHNSTONE SUPPLY - DOVER,Industrial Supplies Not Elsewhere Classified,12-04-2020,1.88,98.12
2021,12,DEPT OF CORRECTIONS,Howard R Young Correct Institu,GRAINGER,Industrial Supplies Not Elsewhere Classified,06/25/2021,382.87,-282.87
2019,12,DEPT OF CORRECTIONS,New Castle Cty Community Corre,COMCAST,Cable Satellite Other Pay Television Radio Svcs,06-05-2019,65.08,34.92
2022,2,DEPT OF TRANSPORTATION,Technology and Innovation,MTM TECHNOLOGIES INC,Comp Programing Data Prcsng Intgrtd Sys Dsgn Srvs,08-05-2021,1932.5,-1832.5
2019,12,DEPT OF SAFETY AND HOMELAND,Patrol,DTV*DIRECTV SERVICE,Cable Satellite Other Pay Television Radio Svcs,06/18/2019,47.99,52.01
2022,2,SEAFORD SCHOOL DISTRICT,Seaford School District,WALMART.COM AS,Discount Stores,08/20/2021,26.07,73.93
